"","rowid","source","Issue Flag","doi","article","fed","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","authors","year","Species","Group","environment","life_f","vivo_f","sex","exp_type_f","exposure.route","mix","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","Recovery (Days)","treatments","treatment_range","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.mg.L.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.add.measured","chem.add.dose.mg.L.measured","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","effect_f","effect.metric","direction","lvl1_f","lvl2_f","lvl3_f","bio_f","target.cell.tissue","poly_f","density.g.cm3","density.reported.estimated","shape_f","charge","zetapotential.mV","zetapotential.media","size.length.um.used.for.conversions","size.width.um.used.for.conversions","size_f","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","weather.biofoul_f","size.valid","shape.valid","polymer.valid","particle.source","sodium.azide","contaminant.screen","clean.method","sol.rinse","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","total.quality","tier_zero_tech_f","tier_zero_risk_f","af.time","acute.chronic_f","af.noec","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","body.length.cm","body.size.source","max.size.ingest.mm","max.size.ingest.um","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M","EC_mono_p.particles.mL","mu.p.mono","mu.p.poly","EC_poly_p.particles.mL","CF_bio","EC_env_p.particles.mL","mu.sa.mono","x_LL_sa","x_UL_sa","mu.sa.poly","EC_poly_sa.particles.mL","EC_env_sa.particles.mL","mu.v.mono","x_LL_v","x_UL_v","mu.v.poly","EC_poly_v.particles.mL","EC_env_v.particles.mL","mu.m.mono","x_LL_m","x_UL_m","mu.m.poly","EC_poly_m.particles.mL","EC_env_m.particles.mL","mu.ssa.mono","x_LL_ssa","x_UL_ssa","mu.ssa.poly","EC_poly_ssa.particles.mL","EC_env_ssa.particles.mL","dose_new"
"38",827,"Koelmans",NA,"10.1038/s41598-019-47160-1",31,"Y",2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,2,2,2,1,2,2,0,0,0,1,15,8,"Gerdes",2019,"Daphnia magna","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","N","Y","m7 medium",NA,"tween80",NA,NA,"21",NA,NA,4,NA,6,"6","4",0,"10",NA,0.1,NA,NA,92.06519453,"converted",0.1,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Fitness","Mortality","Mortality","Organism",NA,"Polyethylene Terephthalate",1.4,"reported","Fragment",NA,NA,NA,21,NA,"1µm < 100µm",3179.63605581058,1926.2562282727,1.09e-06,NA,NA,NA,NA,NA,0.003,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","modified","N","N","Not Cleaned","No","N","N","sonicated","N",NA,NA,23,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,292733.812012803,2917097298.90879,"monodisperse",3,2.31,1.5477,39,30.03,20.1201,64.8905317512364,10966.499865959,8.38192627941025,18415.0920358643,1.17346967911743e-05,0.02578112885021,177341.15437055,292733.812012803,268563130286976,0.5,"Koelmans 2020",0.11487,114.87,2.64,2,1.68,1.65,2.71,0.67,1.04,171.44776119403,92.06519453,1,2.46779494716222,37.3066630336804,1.00021597071873,37.3147201805091,3179.63605581058,1.53195957525638,45030.9326834088,15.7621900139432,18571.8997013646,18575.9106878912,1926.2562282727,0.157479608632252,793633.116992544,46.3701806835579,3824.46545940314,3825.29143195717,0.00109,1.63778792977542e-07,0.825378441672246,6.71424935530293e-05,605.772035627949,605.90286464987,2917097.29890879,9353833.59105866,54557.9220510952,128012.504528023,850.312786625247,850.49642928892,928795.534394562
"39",833,"Koelmans",NA,"10.1038/s41598-019-47160-1",31,"Y",2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,2,2,2,1,2,2,0,0,0,1,15,8,"Gerdes",2019,"Daphnia magna","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","N","Y","m7 medium",NA,"tween80",NA,NA,"21",NA,NA,4,NA,6,"6","4",0,"10",NA,56,NA,NA,51556.50894,"converted",56,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50",NA,"Fitness","Mortality","Mortality","Organism",NA,"Polyethylene Terephthalate",1.4,"reported","Fragment",NA,NA,NA,21,NA,"1µm < 100µm",3179.63605581058,1926.2562282727,1.09e-06,NA,NA,NA,NA,NA,0.003,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","modified","N","N","Not Cleaned","No","N","N","sonicated","N",NA,NA,23,"Red Criteria Passed","Red Criteria Passed",10,"Acute",10,163930934.737345,2917097298.90879,"monodisperse",3,2.31,1.5477,39,30.03,20.1201,64.8905317512364,10966.499865959,8.38192627941025,18415.0920358643,1.17346967911743e-05,0.02578112885021,99311046.453672,163930934.737345,150395352970041056,0.5,"Koelmans 2020",0.11487,114.87,2.64,2,1.68,1.65,2.71,0.67,1.04,171.44776119403,51556.50894,1,2.46779494716222,20891.7313001577,1.00021597071873,20896.2433023821,3179.63605581058,1.53195957525638,45030.9326834088,15.7621900139432,10400263.8334097,10402509.9858648,1926.2562282727,0.157479608632252,793633.116992544,46.3701806835579,2141700.65739869,2142163.20202897,0.00109,1.63778792977542e-07,0.825378441672246,6.71424935530293e-05,339232.339972707,339305.604224987,2917097.29890879,9353833.59105866,54557.9220510952,128012.504528023,476175.160539694,476278.000431357,104025099.858648
"40",1026,"Rochman",NA,"10.1016/j.ecoenv.2017.03.029",39,"Y",2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,1,0,2,2,2,2,0,2,0,0,1,2,9,9,"Heindler",2017,"Parvocalanus crassirostris","Crustacea","Marine","Adult","In Vivo",NA,"Particle Only","water","N","Y","N","filtered seawater",NA,NA,NA,NA,"26",NA,NA,5,NA,4,"1-4","10",3,NA,40000,NA,NA,NA,40000,"reported",1.703528616,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Fecundity","Organism",NA,"Polyethylene Terephthalate",1.205,"estimated","Fragment",NA,NA,NA,7.5,NA,"1µm < 100µm",405.565823445228,87.7485526727723,4.26e-08,NA,NA,0.005,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","lab","N","N","Not Cleaned","No","N","N","Not Evaluated","N",NA,NA,18,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,16222632.9378091,9520324494.01943,"polydisperse",5,3.85,2.5795,10,7.7,5.159,180.251477086768,721.005908347071,38.8052142565289,310.441714052231,4.67602831791173e-05,0.000374082265432939,3509942.10691089,16222632.9378091,380812979760777024,0.055,"WoRMS",0.0505094673026967,50.5094673026967,2.07,1.5,1.48,1.32,1.98,0.77,1.1,65.596710782723,40000,1,3.92513253586103,10190.7386908721,1.01139402421014,10306.8522142351,405.565823445228,1.80251477086768,7756.09211707275,118.239040106193,137202.001329165,138765.284253989,87.7485526727723,0.207996569298423,58708.6861039496,131.233766212775,26745.7241242325,27050.4655524217,4.26e-05,2.28796226228265e-07,0.0645795547143446,0.000557624706600321,787.396790582169,796.368408677049,9520324.49401943,7878253.9405582,120101.356402663,522240.682326055,187891.485501235,190032.325635916,13876528.4253989
"41",1027,"Rochman",NA,"10.1016/j.ecoenv.2017.03.029",39,"Y",2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,1,0,2,2,2,2,0,2,0,0,1,2,9,9,"Heindler",2017,"Parvocalanus crassirostris","Crustacea","Marine","Adult","In Vivo",NA,"Particle Only","water","N","Y","N","filtered seawater",NA,NA,NA,NA,"26",NA,NA,5,NA,4,"1-4","10",3,NA,80000,NA,NA,NA,80000,"reported",3.407057233,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Fecundity","Organism",NA,"Polyethylene Terephthalate",1.205,"estimated","Fragment",NA,NA,NA,7.5,NA,"1µm < 100µm",405.565823445228,87.7485526727723,4.26e-08,NA,NA,0.005,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","lab","N","N","Not Cleaned","No","N","N","Not Evaluated","N",NA,NA,18,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,32445265.8756182,9520324494.01943,"polydisperse",5,3.85,2.5795,10,7.7,5.159,180.251477086768,721.005908347071,38.8052142565289,310.441714052231,4.67602831791173e-05,0.000374082265432939,7019884.21382178,32445265.8756182,761625959521554048,0.055,"WoRMS",0.0505094673026967,50.5094673026967,2.07,1.5,1.48,1.32,1.98,0.77,1.1,65.596710782723,80000,1,3.92513253586103,20381.4773817442,1.01139402421014,20613.7044284703,405.565823445228,1.80251477086768,7756.09211707275,118.239040106193,274404.002658329,277530.568507978,87.7485526727723,0.207996569298423,58708.6861039496,131.233766212775,53491.448248465,54100.9311048435,4.26e-05,2.28796226228265e-07,0.0645795547143446,0.000557624706600321,1574.79358116434,1592.7368173541,9520324.49401943,7878253.9405582,120101.356402663,522240.682326055,375782.971002471,380064.651271831,13876528.4253989
"42",1184,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,10000,NA,10000,"reported",0.133806714,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Time to Offspring","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,2181042.87274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,346054.292170251,2181042.87274989,162764393488797824,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,10000,1,2.364673696481,4228.91328088164,1.00147697864166,4235.15929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,179027.491944536,179291.911726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,23276.6882346056,23311.0674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,2916.64866689525,2920.95649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,173012.29925138,173267.834722119,17929191.1726408
"43",1185,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,1e+05,NA,1e+05,"reported",1.338067143,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Time to Offspring","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,21810428.7274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,3460542.92170251,21810428.7274989,1627643934887978240,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,1e+05,1,2.364673696481,42289.1328088164,1.00147697864166,42351.5929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,1790274.91944536,1792919.11726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,232766.882346056,233110.674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,29166.4866689525,29209.5649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,1730122.9925138,1732678.34722118,89645955.8632042
"44",1192,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,10000,NA,10000,"reported",0.133806714,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Number of Clutches","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,2181042.87274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,346054.292170251,2181042.87274989,162764393488797824,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,10000,1,2.364673696481,4228.91328088164,1.00147697864166,4235.15929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,179027.491944536,179291.911726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,23276.6882346056,23311.0674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,2916.64866689525,2920.95649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,173012.29925138,173267.834722119,17929191.1726408
"45",1193,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,1e+05,NA,1e+05,"reported",1.338067143,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Number of Clutches","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,21810428.7274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,3460542.92170251,21810428.7274989,1627643934887978240,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,1e+05,1,2.364673696481,42289.1328088164,1.00147697864166,42351.5929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,1790274.91944536,1792919.11726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,232766.882346056,233110.674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,29166.4866689525,29209.5649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,1730122.9925138,1732678.34722118,89645955.8632042
"46",1194,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,100,NA,100,"reported",0.001338067,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","First Three Clutch Sizes","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,21810.4287274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,3460.54292170251,21810.4287274989,1627643934887978,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,100,1,2.364673696481,42.2891328088164,1.00147697864166,42.3515929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,1790.27491944536,1792.91911726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,232.766882346056,233.110674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,29.1664866689525,29.2095649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,1730.1229925138,1732.67834722119,179291.911726408
"47",1195,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,1000,NA,1000,"reported",0.013380671,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","First Three Clutch Sizes","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,218104.287274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,34605.4292170252,218104.287274989,16276439348879782,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,1000,1,2.364673696481,422.891328088164,1.00147697864166,423.515929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,17902.7491944536,17929.1911726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,2327.66882346056,2331.10674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,291.664866689525,292.095649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,17301.229925138,17326.7834722118,896459.558632042
"48",1198,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,100,NA,100,"reported",0.001338067,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Number of Offspring","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,21810.4287274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,3460.54292170251,21810.4287274989,1627643934887978,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,100,1,2.364673696481,42.2891328088164,1.00147697864166,42.3515929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,1790.27491944536,1792.91911726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,232.766882346056,233.110674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,29.1664866689525,29.2095649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,1730.1229925138,1732.67834722119,179291.911726408
"49",1199,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,1000,NA,1000,"reported",0.013380671,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Number of Offspring","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,218104.287274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,34605.4292170252,218104.287274989,16276439348879782,0.14,"Koelmans 2020",0.03567,35.67,2.64,2,1.68,1.65,2.71,0.67,1.04,53.2388059701493,1000,1,2.364673696481,422.891328088164,1.00147697864166,423.515929547494,218.104287274989,1.53195957525638,4342.14096774764,12.1827259548807,17902.7491944536,17929.1911726408,34.6054292170251,0.157479608632252,23763.4365700408,14.8669900409531,2327.66882346056,2331.10674059767,1.34e-05,1.63778792977542e-07,0.0247139740328424,1.9457651928909e-05,291.664866689525,292.095649468148,16276439.3488798,9353833.59105866,175695.780936622,398430.133024734,17301.229925138,17326.7834722118,896459.558632042
"50",1218,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Daphnia magna","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","22",NA,NA,21,NA,4,"4","12",2,"1",NA,NA,100,NA,100,"reported",0.001338067,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","First Three Clutch Sizes","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,21810.4287274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,3460.54292170251,21810.4287274989,1627643934887978,0.5,"Koelmans 2020",0.11487,114.87,2.64,2,1.68,1.65,2.71,0.67,1.04,171.44776119403,100,1,2.46779494716222,40.5220053290864,1.00021597071873,40.5307568957017,218.104287274989,1.53195957525638,45030.9326834088,15.7621900139432,1383.71817039418,1384.01701300196,34.6054292170251,0.157479608632252,793633.116992544,46.3701806835579,74.628627076486,74.6447446747136,1.34e-05,1.63778792977542e-07,0.825378441672246,6.71424935530293e-05,8.08894805155623,8.09069502748069,16276439.3488798,9353833.59105866,54557.9220510952,128012.504528023,5153.37473326807,5154.48771131309,692008.50650098
