"","rowid","source","Issue Flag","doi","article","fed","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","authors","year","Species","Group","environment","life_f","vivo_f","sex","exp_type_f","exposure.route","mix","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","Recovery (Days)","treatments","treatment_range","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.mg.L.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.add.measured","chem.add.dose.mg.L.measured","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","effect_f","effect.metric","direction","lvl1_f","lvl2_f","lvl3_f","bio_f","target.cell.tissue","poly_f","density.g.cm3","density.reported.estimated","shape_f","charge","zetapotential.mV","zetapotential.media","size.length.um.used.for.conversions","size.width.um.used.for.conversions","size_f","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","weather.biofoul_f","size.valid","shape.valid","polymer.valid","particle.source","sodium.azide","contaminant.screen","clean.method","sol.rinse","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","total.quality","tier_zero_tech_f","tier_zero_risk_f","af.time","acute.chronic_f","af.noec","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","body.length.cm","body.size.source","max.size.ingest.mm","max.size.ingest.um","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M_trans","EC_mono_p.particles.mL_trans","mu.p.mono","mu.p.poly_trans","EC_poly_p.particles.mL_trans","CF_bio_trans","EC_env_p.particles.mL_trans","x_LL_sa_trans","x_UL_sa_trans","mu.sa.poly_trans","mu.sa.mono","EC_poly_sa.particles.mL_trans","EC_env_sa.particles.mL_trans","x2M_ingest","EC_mono_p.particles.mL_ingest","mu.p.poly_ingest","EC_poly_p.particles.mL_ingest","CF_bio_ingest","EC_env_p.particles.mL_ingest","x_LL_v_ingest","x_UL_v_ingest","mu.v.poly_ingest","mu.v.mono","EC_poly_v.particles.mL_ingest","EC_env_v.particles.mL_ingest","particles.mL.ox.stress","particles.mL.food.dilution","dose_new"
"94",3955,"Jacob",NA,"10.1016/j.jhazmat.2018.07.101",120,"N",2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,1,1,2,2,2,0,1,2,0,0,0,0,12,5,"Beiras",2018,"Paracentrotus lividus","Echinoderm","Marine","Early","In Vivo",NA,"Particle Only","water","N","Y","N","filtered seawater",NA,NA,"34",NA,"18",NA,NA,2,NA,5,"2-5","4",1,"1000",NA,100,NA,NA,9844635.655,"converted",100,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Fitness","Mortality","Mortality","Organism",NA,"Polyethylene",0.97,"reported","Fragment",NA,NA,NA,5,NA,"1µm < 100µm",180.251477086768,25.9995711623029,1.02e-08,NA,NA,0.004,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","N","N","Not Cleaned","No","N","N","Not Evaluated","Y","microscopy flourescent particles","gut",17,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,1774510118.19481,17671713439.8792,"polydisperse",4,3.08,2.0636,6,4.62,3.0954,115.360945335531,259.562127004946,19.8682696993428,67.055410235282,1.92722216083625e-05,6.50437479282235e-05,255956305.279117,1774510118.19481,1.73971580215177e+20,6,"sealifebase.org",4.0445581424139,4044.5581424139,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,9844635.655,1,4.10309701943436,2399318.27309244,1.00881046026319,2420457.37139628,3.14159265358979,21642.4317905801,260.752190247953,173.041418003297,6533136.73740231,6590696.67902121,4044.5581424139,9844635.655,6.73982200960733,1460667.00885675,1.00002806857617,1460708.00769994,0.35081117965086,23210616393.3184,137098.265838676,36.5899118163023,2627.41726364315,2627.49101150473,6590696.67902121,2627.49101150473,329534833.951061
"95",4006,"Jacob",NA,"10.1016/j.jhazmat.2018.07.101",120,"N",2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,1,1,2,2,2,0,1,2,0,0,0,0,12,5,"Beiras",2018,"Paracentrotus lividus","Echinoderm","Marine","Early","In Vivo",NA,"Particle Only","water","N","Y","N","filtered seawater",NA,NA,"34",NA,"18",NA,NA,2,NA,5,"2-5","4",1,"1000",NA,30,NA,NA,164640.7737,"converted",30,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Mortality","Mortality","Organism",NA,"Polyethylene",0.99,"reported","Fragment",NA,NA,NA,13,NA,"1µm < 100µm",1218.49998510655,456.968462748636,1.82e-07,NA,NA,0.011,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","N","N","Not Cleaned","No","N","N","Not Evaluated","Y","microscopy flourescent particles","gut",17,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,200614780.301381,6695054863.22281,"polydisperse",11,8.47,5.6749,15,11.55,7.7385,872.417149099956,1622.26329378091,413.19792140352,1047.74078492628,0.000409065942189485,0.00103726337707702,75235641.263435,200614780.301381,1102279012644950272,6,"sealifebase.org",4.0445581424139,4044.5581424139,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,164640.7737,1,4.10309701943436,40125.9762857611,1.00881046026319,40479.5046053487,3.14159265358979,21642.4317905801,260.752190247953,1189.65974877267,751159.563765993,757777.625253873,4044.5581424139,164640.7737,6.73982200960733,24428.0595934598,1.00002806857617,24428.7452543112,0.35081117965086,23210616393.3184,137098.265838676,658.916522633188,791.290286761872,791.312497153557,757777.625253873,791.312497153557,75777762.5253873
"96",4007,"Jacob",NA,"10.1016/j.jhazmat.2018.07.101",120,"N",2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,1,1,2,2,2,0,1,2,0,0,0,0,12,5,"Beiras",2018,"Paracentrotus lividus","Echinoderm","Marine","Early","In Vivo",NA,"Particle Only","water","N","Y","N","filtered seawater",NA,NA,"34",NA,"18",NA,NA,2,NA,5,"2-5","4",1,"1000",NA,100,NA,NA,548802.5789,"converted",100,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Fitness","Mortality","Mortality","Organism",NA,"Polyethylene",0.99,"reported","Fragment",NA,NA,NA,13,NA,"1µm < 100µm",1218.49998510655,456.968462748636,1.82e-07,NA,NA,0.011,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","N","N","Not Cleaned","No","N","N","Not Evaluated","Y","microscopy flourescent particles","gut",17,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,668715934.216086,6695054863.22281,"polydisperse",11,8.47,5.6749,15,11.55,7.7385,872.417149099956,1622.26329378091,413.19792140352,1047.74078492628,0.000409065942189485,0.00103726337707702,250785470.83242,668715934.216086,3674263374813661696,6,"sealifebase.org",4.0445581424139,4044.5581424139,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,548802.5789,1,4.10309701943436,133753.254261498,1.00881046026319,134931.681993242,3.14159265358979,21642.4317905801,260.752190247953,1189.65974877267,2503865.21209707,2525925.41705265,4044.5581424139,548802.5789,6.73982200960733,81426.8652966956,1.00002806857617,81429.1508328662,0.35081117965086,23210616393.3184,137098.265838676,658.916522633188,2637.63428872563,2637.70832336456,2525925.41705265,2637.70832336456,126296270.852632
"97",5381,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.002,0.5787,NA,0.5787,"reported",0.002,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Body Condition","Hepatic Somatic Index","Tissue","liver","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,181.80396688698,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,0.5787,1,4.10309701943436,0.141039804142817,1.00881046026319,0.142282429732747,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,0.69722891575369,0.703371823410288,2769.39075388703,0.5787,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,0.703371823410288,0.00399080610598325,351.685911705144
"98",5387,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.002,0.5787,NA,0.5787,"reported",0.002,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Gonad Somatic Index","Tissue","testis","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,181.80396688698,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,0.5787,1,4.10309701943436,0.141039804142817,1.00881046026319,0.142282429732747,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,0.69722891575369,0.703371823410288,2769.39075388703,0.5787,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,0.703371823410288,0.00399080610598325,351.685911705144
"99",5390,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","F","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.002,0.5787,NA,0.5787,"reported",0.002,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Gonad Somatic Index","Tissue","ovary","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,181.80396688698,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,0.5787,1,4.10309701943436,0.141039804142817,1.00881046026319,0.142282429732747,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,0.69722891575369,0.703371823410288,2769.39075388703,0.5787,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,0.703371823410288,0.00399080610598325,703.371823410288
"100",5391,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","F","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.02,5.5013,NA,5.5013,"reported",0.02,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Gonad Somatic Index","Tissue","ovary","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,1728.28436674502,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,5.5013,1,4.10309701943436,1.34076771130272,1.00881046026319,1.35258049194532,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,6.62807229002207,6.6864686575549,2769.39075388703,5.5013,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,6.6864686575549,0.0379378289802067,3343.23432877745
"101",5393,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.002,0.5787,NA,0.5787,"reported",0.002,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","intestines","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,181.80396688698,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,0.5787,1,4.10309701943436,0.141039804142817,1.00881046026319,0.142282429732747,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,0.69722891575369,0.703371823410288,2769.39075388703,0.5787,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,0.703371823410288,0.00399080610598325,351.685911705144
"102",5397,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.02,5.5013,NA,5.5013,"reported",0.02,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","liver","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,1728.28436674502,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,5.5013,1,4.10309701943436,1.34076771130272,1.00881046026319,1.35258049194532,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,6.62807229002207,6.6864686575549,2769.39075388703,5.5013,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,6.6864686575549,0.0379378289802067,6686.4686575549
"103",5398,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.2,50.0987,NA,50.0987,"reported",0.2,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","liver","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,15738.970789495,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26231.6179791517,15738.970789495,28105304981241,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,50.0987,1,4.10309701943436,12.2099720681005,1.00881046026319,12.3175475418212,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,60.3598795259537,60.8916778460083,2769.39075388703,50.0987,6.51061493801223,7.69492597504096,1.00009716397427,7.6956736446304,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.345454939256833,0.345488505031662,60.8916778460083,0.345488505031662,30445.8389230042
"104",5399,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.002,0.5787,NA,0.5787,"reported",0.002,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","gill","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,181.80396688698,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,0.5787,1,4.10309701943436,0.141039804142817,1.00881046026319,0.142282429732747,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,0.69722891575369,0.703371823410288,2769.39075388703,0.5787,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,0.703371823410288,0.00399080610598325,703.371823410288
"105",5400,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.02,5.5013,NA,5.5013,"reported",0.02,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","gill","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,1728.28436674502,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,5.5013,1,4.10309701943436,1.34076771130272,1.00881046026319,1.35258049194532,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,6.62807229002207,6.6864686575549,2769.39075388703,5.5013,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,6.6864686575549,0.0379378289802067,3343.23432877745
"106",5403,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.02,5.5013,NA,5.5013,"reported",0.02,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","testis","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,1728.28436674502,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,5.5013,1,4.10309701943436,1.34076771130272,1.00881046026319,1.35258049194532,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,6.62807229002207,6.6864686575549,2769.39075388703,5.5013,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,6.6864686575549,0.0379378289802067,6686.4686575549
"107",5404,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.2,50.0987,NA,50.0987,"reported",0.2,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","testis","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,15738.970789495,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26231.6179791517,15738.970789495,28105304981241,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,50.0987,1,4.10309701943436,12.2099720681005,1.00881046026319,12.3175475418212,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,60.3598795259537,60.8916778460083,2769.39075388703,50.0987,6.51061493801223,7.69492597504096,1.00009716397427,7.6956736446304,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.345454939256833,0.345488505031662,60.8916778460083,0.345488505031662,30445.8389230042
