"","alpha.marine","a.sa.marine","a.v.marine","a.m.marine","a.ssa.marine","R.ave.water.marine","H_W_ratio.marine","alpha.freshwater","a.sa.freshwater","a.v.freshwater","a.m.freshwater","a.ssa.freshwater","R.ave.water.freshwater","H_W_ratio.freshwater","sim_beta_log10_body_length","sim_body_length_intercept","upper.tissue.trans.size.um","simulation_id"
"31",2.05236336545352,1.4940026227785,1.37662090502183,1.33545944972227,1.93980565438101,0.293012495108352,0.293012495108352,2.62794768245744,1.97270665253745,1.68838145194088,1.71018391584059,2.7138181990382,0.950811222692478,0.950811222692478,0.968826024040219,1.63097249694632,97.237123381791,"sim31"
"32",2.06365373044703,1.50710164676036,1.47834312763757,1.31628760931767,1.93051993453042,0.730410049188077,0.730410049188077,2.64263351281064,1.93146740022378,1.61049593627261,1.73439611428046,2.70431941903479,0.737816048990542,0.737816048990542,0.995688692558035,1.35236645459309,292.102121236182,"sim32"
"33",2.08160091578228,1.50128682393162,1.37818713964201,1.32932206656209,1.55366590270338,0.779494183903932,0.779494183903932,2.65641237076554,1.96536537978168,1.74180163248972,1.60870838220832,2.7057842680934,0.374894685686834,0.374894685686834,0.924969160077495,0.855183558653305,97.5732808727241,"sim33"
"34",2.03065078380674,1.50861620819257,1.507829570607,1.32158294491045,2.17247276969016,0.134393134829995,0.134393134829995,2.63337779154741,1.95298483694309,1.75182150547943,1.60558472158857,2.71241743252,0.823642091814036,0.823642091814036,1.11454905296402,0.695067760475758,459.670951391047,"sim34"
"35",2.09774020576534,1.49941167492277,1.51918015763449,1.32226333724757,2.28761729961151,0.57595823758482,0.57595823758482,2.64724010167916,1.99385105355601,1.71733160226367,1.61037025356047,2.72473598000631,0.962605382896375,0.962605382896375,0.870972571904653,1.37639722837822,81.9922843666461,"sim35"
"36",2.05372410010357,1.48333985969299,1.50478448413771,1.31944555134624,1.93231717422133,0.261117864331335,0.261117864331335,2.62704756127417,1.91724271920858,1.67923971240191,1.69485496257333,2.71895299211312,0.728437110239997,0.728437110239997,1.02945186752135,0.741256089958923,84.29827763503,"sim36"
"37",2.0791876776397,1.48836338717602,1.48453824059093,1.3341975727944,1.97588335839418,0.930414567331058,0.930414567331058,2.63669554851853,1.9705893211703,1.75915793392623,1.68375059700044,2.70791895444319,0.82481015704263,0.82481015704263,0.802454427169921,1.29895104031587,109.449988919502,"sim37"
"38",2.1264101805095,1.50095548085169,1.55677721232099,1.31235815589027,1.4335039172513,0.744543763559534,0.744543763559534,2.6464347970651,1.96152791103279,1.69191634584473,1.69915106541218,2.72054293730086,0.88990191050665,0.88990191050665,0.868408982227663,0.479424429379177,142.485237825486,"sim38"
"39",2.0585031015654,1.48294467764756,1.44522407063034,1.33508852805723,2.23206168300781,0.972713613393981,0.972713613393981,2.62515165085449,2.06470659129153,1.59523532033997,1.72760586615038,2.70839662586789,0.693473226953038,0.693473226953038,0.971183865459419,1.77465984708188,87.0431332472951,"sim39"
"40",2.06631157351076,1.50393405800743,1.49252579738011,1.32464857763527,1.34049642847934,0.597171608462545,0.597171608462545,2.65206896062588,2.03428580185149,1.82269979134867,1.73204571118022,2.71633367553274,0.524742476874298,0.524742476874298,0.94023736936532,0.930074663532067,77.5172015514556,"sim40"
"41",2.12636709799806,1.50100782858086,1.40394026372263,1.32531102611501,2.14010790366594,0.578679957498731,0.578679957498731,2.63293050061216,1.86610146915501,1.60551311067074,1.66871375440745,2.69898124972223,0.622153128575856,0.622153128575856,0.788715919335816,1.86239167200699,187.435510592247,"sim41"
"42",2.01554092075128,1.50934305718138,1.47536993443861,1.32943839670265,1.97225599609841,0.496029213224136,0.496029213224136,2.64895675758926,2.01904871667002,1.59316789693918,1.72727680031829,2.72562122249181,0.354108858063904,0.354108858063904,1.0583119183399,1.17386888416888,103.007113127313,"sim42"
"43",2.14051849507551,1.50165578525758,1.51144750065405,1.31630594957911,1.94288004858476,0.279806128695354,0.279806128695354,2.63287645235171,2.02701141110351,1.58917602463482,1.61622867717314,2.71001806584067,0.611250550101275,0.611250550101275,0.895288313500399,0.807526628399867,51.0028230785843,"sim43"
"44",2.02652613187949,1.51021716471842,1.48830165869364,1.31447058031405,2.39194805857834,0.582608354654809,0.582608354654809,2.63980102082815,1.99235740573271,1.63190593907421,1.79405484940137,2.70849134794523,0.963146740349752,0.963146740349752,0.845334884051162,0.89268638869232,68.4833896042443,"sim44"
"45",2.1267662008865,1.50296721574695,1.41730120883846,1.30567707706544,1.87531427370469,0.344234485876503,0.344234485876503,2.62807507220296,2.02229160665212,1.85249457281245,1.70187056592451,2.71048792720984,0.47240796302207,0.47240796302207,0.830993962367631,1.13555151149999,153.27104921017,"sim45"
"46",2.06542192647446,1.50933802366252,1.51670137681245,1.31364054230825,1.91453755885312,0.368980361792643,0.368980361792643,2.63405227875696,1.98532451281931,1.7460342876326,1.73522727692329,2.71005139504957,0.101279514250994,0.101279514250994,0.381227949614276,0.979279627137835,75.8730030558939,"sim46"
"47",2.07952458645353,1.4958538119289,1.54431216556619,1.30755877262673,1.96518895524844,0.762797638209977,0.762797638209977,2.63840993494192,2.00459479078229,1.68142761222923,1.7957726837715,2.71480622903324,0.338408601312447,0.338408601312447,1.05646595552809,1.24353497394412,66.0380318176935,"sim47"
"48",2.04851761748288,1.49196984078105,1.45767923186508,1.322260565866,1.94174653373855,0.230176943467151,0.230176943467151,2.64515416566576,1.8844127742246,1.80785275630998,1.63389852093919,2.72071628174178,0.4786598341374,0.4786598341374,0.782538573969082,1.08394781011904,129.495988970459,"sim48"
"49",2.06142932895468,1.51289831813673,1.42639719642717,1.29769608423061,2.85499701730141,0.489441124647985,0.489441124647985,2.62834198527421,1.98101319974047,1.65300830373557,1.61627376597466,2.70312522957525,0.840431937981335,0.840431937981335,0.675172660225508,1.21556044625966,72.0927830883993,"sim49"
"50",2.02788910489694,1.51672457214059,1.53420250228811,1.31368360610563,2.31042484388258,0.943448820466449,0.943448820466449,2.65162751228225,2.07189947227158,1.57933348875602,1.65293953009274,2.70678972328352,0.0156310530180491,0.0156310530180491,0.84683727532875,0.692564829163864,131.941838271114,"sim50"
"51",2.01398065112935,1.49694065549751,1.50817658188609,1.3295097984187,2.00166463046666,0.543509951855166,0.543509951855166,2.63545026356625,1.99160077731026,1.7262601021152,1.73370532454413,2.71738303987602,0.962123625260086,0.962123625260086,0.775377147855751,1.40533093431592,74.4156063744185,"sim51"
"52",1.98628040055789,1.50018918380131,1.6334253188601,1.32745949167343,1.74053419502028,0.984828195358274,0.984828195358274,2.64141976944916,1.94959283287887,1.75207210655342,1.65350921506458,2.69304375691966,0.946396225975381,0.946396225975381,0.966505655519179,1.02197566908023,67.6794434601438,"sim52"
"53",2.03744189614283,1.4908317014422,1.50448106515693,1.31619617834024,2.03782269494068,0.447867977286688,0.447867977286688,2.63945017170312,2.02706935730282,1.82822355125937,1.62280176203585,2.71334806911558,0.808529792323703,0.808529792323703,0.99262765643169,1.07130988307217,61.2340901776061,"sim53"
"54",2.11442601699091,1.48126314986916,1.46966931087162,1.30347343917655,2.08130740485519,0.462112836705627,0.462112836705627,2.63877878615893,2.02034437366059,1.61428018203054,1.67112531317695,2.70916955874465,0.708038701079752,0.708038701079752,0.785545699673124,0.913083296879132,66.0137833264785,"sim54"
"55",2.07035126184986,1.48121959474962,1.3644523286496,1.31129200819116,2.0762380565623,0.420969021669832,0.420969021669832,2.62659826245189,1.93546513922164,1.59629626279589,1.73332239857747,2.70483213340378,0.908377970272214,0.908377970272214,1.13482469359965,1.00852991467526,67.7036720255476,"sim55"
"56",2.13863144323932,1.50114535495209,1.39658634303946,1.33391844443599,2.31945899971877,0.539842097286548,0.539842097286548,2.63010835021759,2.07230750771703,1.69021664401565,1.77000348958688,2.70948663942177,0.823015450169197,0.823015450169197,1.00624387847149,1.54703648736392,89.6099509703001,"sim56"
"57",2.06916293996277,1.49312686612494,1.46855896132236,1.32564667117361,2.17251768646035,0.130810316451597,0.130810316451597,2.65077972801726,2.0128639143041,1.70552950351256,1.68106015261221,2.68736854675183,0.813528205592547,0.813528205592547,0.996659608212703,1.04931707056334,148.3549639228,"sim57"
"58",2.00096059462425,1.48654561604159,1.52452048054715,1.31213185878764,1.70776885904558,0.171355520505026,0.171355520505026,2.64876069032804,2.02157745431877,1.67868022795542,1.65519613033528,2.71738229240196,0.326590446168503,0.326590446168503,0.930483039479157,1.06903967832871,74.8632614980819,"sim58"
"59",2.0942010686699,1.50304326021854,1.49302378134298,1.32202205415755,1.34182130694304,0.643045848697364,0.643045848697364,2.64420175958524,1.95931791779314,1.72842936897178,1.67367534588187,2.69764851589304,0.459238267664037,0.459238267664037,0.821968349287805,0.528981144337156,79.2046640481136,"sim59"
"60",2.04870599174433,1.50108314112434,1.52410971886945,1.32356981877495,2.02058267082869,0.729811567304395,0.729811567304395,2.63063373894431,2.09731710386978,1.6253566359095,1.70662544915114,2.70472232361675,0.620885349089943,0.620885349089943,0.886073779807202,0.965765261552503,256.51686229062,"sim60"
"61",2.05422609802161,1.51635777971853,1.47400702596769,1.32431343160311,1.74414731766606,0.703331231223254,0.703331231223254,2.64567859094038,2.07253470466445,1.65838857756433,1.69135640752689,2.7014920144476,0.381522448035649,0.381522448035649,0.783128999505336,1.23647252769328,49.1936722203126,"sim61"
"62",2.06895392067639,1.4898187552328,1.59564770060176,1.30561631549741,1.79248414432393,0.682494231722208,0.682494231722208,2.64166274325202,1.96748164422207,1.55201212646735,1.70922109596509,2.71134747409923,0.52468661447319,0.52468661447319,1.09043345055889,1.43492621514239,65.5004955303888,"sim62"
"63",2.03280695523114,1.50677352888494,1.4111648597284,1.31303501019611,2.13412926745521,0.7840794852048,0.7840794852048,2.64429314674633,2.02439145251315,1.73282049821026,1.65404279439977,2.72831845168753,0.63716556950938,0.63716556950938,1.02557083031004,1.65030228057022,111.441122322878,"sim63"
"64",2.02894650864309,1.49697958470866,1.4043820365201,1.32186431806302,1.98340380492688,0.639564878757028,0.639564878757028,2.6469337612411,1.94984777245223,1.69249889359039,1.56310763174084,2.7073164829452,0.794825780800712,0.794825780800712,0.89068938092242,0.972128817753971,50.8006235635246,"sim64"
"65",2.0618195204055,1.48794802899789,1.65068760317108,1.33469887236223,1.93450940836539,0.81908240583664,0.81908240583664,2.63874084145266,2.0705122452454,1.50348047670556,1.57971098068788,2.70280451234047,0.437201861344533,0.437201861344533,1.09396030072847,0.932140478554794,54.4750191743877,"sim65"
"66",2.02824334149275,1.4979875638616,1.44336594583453,1.31335905244212,1.21126743475472,0.96576638550939,0.96576638550939,2.63168734747138,1.96443633953345,1.79016590550379,1.64898075320987,2.70858316008507,0.834902060165382,0.834902060165382,0.575249829235186,0.949266632902184,52.1206662740312,"sim66"
"67",2.08721887280105,1.48761490544055,1.6859125196543,1.31623536737857,1.8695067894417,0.624899775616804,0.624899775616804,2.65522327486527,1.95054891042349,1.64268133157648,1.63837697433392,2.69894261234919,0.651417084146709,0.651417084146709,0.983043390250672,0.84900265898509,63.3205747375845,"sim67"
"68",2.06125923030277,1.49179485622295,1.53157062304554,1.30981974667631,2.27425025212368,0.663895166215837,0.663895166215837,2.63256195857157,2.02320831676328,1.6151410125954,1.59100229731474,2.71179382288734,0.758221873473292,0.758221873473292,1.00562675993068,1.63925295620237,39.4791246208139,"sim68"
"69",2.03411426852379,1.50545517578847,1.46849744490429,1.30677956063337,1.90022340376782,0.699618342213471,0.699618342213471,2.63776837728372,2.11967280465153,1.76979289920026,1.71082764153893,2.69750040563932,0.471644580435349,0.471644580435349,0.973441330378136,1.13955197508884,90.2348595971047,"sim69"
"70",2.07978459356355,1.49217406970226,1.50732582611914,1.32262904027954,2.0128761578671,0.506027631474438,0.506027631474438,2.64273221591,2.0109855791242,1.60667618468288,1.64669643630055,2.70289278112761,0.230502882588955,0.230502882588955,0.99697420080494,0.702248861563848,64.7697536606608,"sim70"
"71",2.12283165335751,1.48094793566975,1.46348261865881,1.33431413787269,1.34442484294224,0.889018765122072,0.889018765122072,2.63464869365546,1.95111320875309,1.71303521044378,1.69348989161767,2.71325117207804,0.783658698364804,0.783658698364804,0.989045391598359,1.37961886251956,75.5272015734812,"sim71"
"72",2.0915773158633,1.49999837659489,1.45872248866874,1.31335551932059,1.76249479319043,0.686086974897637,0.686086974897637,2.64312613040919,2.0426816943715,1.6275302541232,1.66250867006047,2.70376419351303,0.865866220516155,0.865866220516155,0.967264102780772,1.34451773761013,90.6785317396057,"sim72"
"73",2.0379519030195,1.4870367263753,1.42985344641467,1.32220613634591,1.74107667036006,0.699694400783035,0.699694400783035,2.63633063226185,2.04773864053666,1.72893521800257,1.71563122636075,2.72127943779602,0.520874825403673,0.520874825403673,0.94740567904688,1.37972067320605,94.8718493649774,"sim73"
"74",2.08779862451786,1.50083270020534,1.46231979795152,1.32515732867092,2.30083553453711,0.661371557075084,0.661371557075084,2.64930951026905,2.01550661397943,1.66257212577217,1.65943253094598,2.71046205458605,0.263350490448522,0.263350490448522,0.941128905228869,1.52005085985965,112.777598419743,"sim74"
"75",2.07049294276296,1.4889239491269,1.53005722339249,1.32497835705063,2.04597985750235,0.744229388011582,0.744229388011582,2.63635996922126,1.90436023940797,1.59694298481422,1.73040727500683,2.71160399046839,0.424903686756568,0.424903686756568,0.871067051827397,1.17837778777181,101.965956240623,"sim75"
"76",2.05491774714422,1.4939097375057,1.5221088259266,1.31614884263912,2.3373707325709,0.579306870246946,0.579306870246946,2.65242013780077,1.89710506857932,1.72836422344677,1.62561360945605,2.72027675576343,0.716392275750294,0.716392275750294,1.0739791362447,1.01077160057948,99.496397004388,"sim76"
"77",2.08044777329608,1.48439985318145,1.56827689679598,1.31645398387447,2.25357832486206,0.594728148281444,0.594728148281444,2.62289845052584,2.03081059994504,1.7074451260977,1.69202831826046,2.71116161487795,0.842399995981437,0.842399995981437,0.969324712444727,1.39557843818757,246.259157313157,"sim77"
"78",2.07272116347495,1.5164706953479,1.4293293528227,1.29822364009557,2.1434936975278,0.666964051950072,0.666964051950072,2.65911773459192,2.06787145706774,1.78120218524359,1.57639049082449,2.71982785617716,0.70173130681683,0.70173130681683,0.94192299109142,1.32745346895973,56.5780287255157,"sim78"
"79",2.05962362151353,1.50762776312565,1.5655827237077,1.33079015104961,2.72401611264724,0.930017212211375,0.930017212211375,2.65601335422728,1.99318923462441,1.73893192321519,1.6817148228847,2.70654555763536,0.961395838246922,0.961395838246922,0.708949296969453,1.24932060289768,274.4822229417,"sim79"
"80",2.11542304754939,1.48926289783919,1.48107633130784,1.31678097132104,2.14648715570341,0.917429004891198,0.917429004891198,2.64530356756851,2.14350352432974,1.6527677347858,1.69872539722678,2.7193957351652,0.597508635515296,0.597508635515296,0.854947941398182,1.14350601935026,90.4257045712527,"sim80"
"81",2.08892482345255,1.50178204428433,1.5328531144737,1.32598780887696,2.16667451297948,0.322098862554523,0.322098862554523,2.65556938400998,1.96623867438621,1.47188668173705,1.73276193915449,2.70165545108243,0.451900365880572,0.451900365880572,0.681172098344492,1.07773648607352,168.820933645999,"sim81"
"82",2.02947772613392,1.50843704804415,1.43438315980571,1.30299046182717,1.68003627703162,0.796944780600875,0.796944780600875,2.63518076368938,1.90903257476129,1.74313981196499,1.66363517950978,2.72571709175782,0.567994983310465,0.567994983310465,0.711534823103322,0.810731491253509,89.5873712705801,"sim82"
"83",2.11816145006173,1.4909519853903,1.45938375882062,1.31953605896546,1.99343598555587,0.528051164177055,0.528051164177055,2.64240962141387,1.94569268520983,1.73138474349749,1.73005591402275,2.70816620080748,0.551036792297705,0.551036792297705,0.709890696636209,1.26928854004577,97.640674356963,"sim83"
"84",2.08547589419716,1.49992932435652,1.41826261864484,1.3106402923653,2.28116320449702,0.529059232810817,0.529059232810817,2.63285594578879,2.20960814332581,1.65509502178736,1.51675682638638,2.70191963062659,0.832531010691483,0.832531010691483,0.918387479250193,1.27815859208667,164.448134713566,"sim84"
"85",2.12873566386709,1.50066344250858,1.41001879903239,1.32195027489588,1.60389614870791,0.893607825180985,0.893607825180985,2.63037502115611,1.89369015884507,1.67248938302599,1.61611205245506,2.69878079694558,0.685264580585184,0.685264580585184,0.723418011271434,0.586345705174185,90.0450302251157,"sim85"
"86",2.07521717474348,1.49322981499658,1.42384592244661,1.31655815995979,2.16850656111405,0.408396617524452,0.408396617524452,2.62368035168866,2.04127569267855,1.74908511133502,1.63798115586476,2.71682335658853,0.993386547179677,0.993386547179677,0.920607311843171,1.18243061277247,85.7446181702979,"sim86"
"87",2.06964625367167,1.49430600184027,1.51785902696032,1.32324067318737,1.79160264370199,0.764032119237457,0.764032119237457,2.63943962374651,1.91547995424803,1.49121579885118,1.60813315240821,2.70747175816779,0.899268900312665,0.899268900312665,0.966751256552285,0.694682536469968,139.708610017925,"sim87"
"88",2.0098622408007,1.5173303276255,1.46128753911044,1.32537505897903,1.95515193138683,0.383518355521355,0.383518355521355,2.62810729623871,1.90977583817339,1.5883999455208,1.71656775541999,2.72174437182979,0.850138896915143,0.850138896915143,0.853783985918029,1.05511591237869,92.3000583971597,"sim88"
"89",2.11128521323369,1.49605152219273,1.31070686008823,1.32425898750574,2.28290544503442,0.693625662722916,0.693625662722916,2.65939664035967,1.90417500471016,1.59476948197885,1.66910940486931,2.71329542446716,0.677060280768345,0.677060280768345,0.734872475482553,1.2319683805641,78.4994695096092,"sim89"
"90",2.05266751571639,1.493655198291,1.51537764607016,1.32036708571546,1.35475037583955,0.648731560420575,0.648731560420575,2.64507191594106,2.08132923300093,1.67923593207922,1.69190816438206,2.69581207386344,0.66205265472425,0.66205265472425,1.12022538454079,1.14333200462844,92.911887250051,"sim90"
"91",2.05514888659957,1.49278076995065,1.44803586396316,1.32386166507716,1.71553660887763,0.44457128705385,0.44457128705385,2.64000822353857,1.94896790717398,1.7945681422837,1.59395159484455,2.70961131882886,0.346718351008437,0.346718351008437,0.563430519255672,1.11551827875313,44.4301730955265,"sim91"
"92",2.05089031226124,1.48891335482329,1.43840393904399,1.33324391348261,2.07077413475486,0.704471265198309,0.704471265198309,2.63842467285657,1.88619317301935,1.73323491002393,1.66963760065917,2.70523826301577,0.908989345750947,0.908989345750947,1.03658768702234,0.866480380901901,160.146550278219,"sim92"
"93",2.06078344765228,1.50000800896926,1.45999195556484,1.31518078824374,2.18979545797159,0.931275029332618,0.931275029332618,2.63989840055255,2.0311795476699,1.63341112832814,1.62026737973181,2.70445391369479,0.719608508321882,0.719608508321882,0.956791988053162,1.07308577004857,47.3689843705804,"sim93"
"94",2.09186333203894,1.50916088764642,1.44333587442391,1.32535664857274,1.9299724513865,0.633053579763729,0.633053579763729,2.64463116416691,2.05779362321021,1.65117811420238,1.63521105597777,2.72146882496933,0.408283301259924,0.408283301259924,1.05648973872341,0.523811225129488,80.565498689749,"sim94"
